Country,Year,Value,Source,Notes,ISO3
Trinidad and Tobago,1950,0.00188586,1277,6249,TTO
Haiti,1950,5,1277,6252,HTI
Antigua and Barbuda,1950,1.7142900000000001,1277,6251,ATG
Jamaica,1950,1.7142900000000001,1277,6704,JAM
Grenada,1950,1.7142900000000001,1277,6251,GRD
Dominica,1950,1.4285699999999999,1277,6251,DMA
Suriname,1950,1.7142900000000001,1277,6248,SUR
Guyana,1950,1.7142900000000001,1277,6703,GUY
Saint Kitts and Nevis,1950,0.714286,1277,6251,KNA
Saint Vincent and the Grenadines,1950,1.7142900000000001,1277,6251,VCT
Saint Lucia,1950,1.7142900000000001,1277,6251,LCA
Dominican Republic,1950,1,1277,6259,DOM
Bahamas,1950,1.7142900000000001,1277,6250,BHS
Barbados,1950,1.02041,1277,6244,BRB
Belize,1950,1.7142900000000001,1277,6245,BLZ
Haiti,1951,5,1277,6252,HTI
Belize,1951,1.7142900000000001,1277,6245,BLZ
Antigua and Barbuda,1951,1.7142900000000001,1277,6251,ATG
Suriname,1951,1.7142900000000001,1277,6248,SUR
Barbados,1951,1.02041,1277,6244,BRB
Bahamas,1951,1.7142900000000001,1277,6250,BHS
Trinidad and Tobago,1951,0.00188586,1277,6249,TTO
Dominican Republic,1951,1,1277,6259,DOM
Dominica,1951,1.4285699999999999,1277,6251,DMA
Guyana,1951,1.7142900000000001,1277,6703,GUY
Saint Vincent and the Grenadines,1951,1.7142900000000001,1277,6251,VCT
Saint Lucia,1951,1.7142900000000001,1277,6251,LCA
Grenada,1951,1.7142900000000001,1277,6251,GRD
Saint Kitts and Nevis,1951,0.714286,1277,6251,KNA
Jamaica,1951,1.7142900000000001,1277,6704,JAM
Jamaica,1952,1.7142900000000001,1277,6704,JAM
Saint Vincent and the Grenadines,1952,1.7142900000000001,1277,6251,VCT
Dominica,1952,1.4285699999999999,1277,6251,DMA
Dominican Republic,1952,1,1277,6259,DOM
Guyana,1952,1.7142900000000001,1277,6703,GUY
Bahamas,1952,1.7142900000000001,1277,6250,BHS
Trinidad and Tobago,1952,0.00188586,1277,6249,TTO
Antigua and Barbuda,1952,1.7142900000000001,1277,6251,ATG
Suriname,1952,1.7142900000000001,1277,6248,SUR
Saint Lucia,1952,1.7142900000000001,1277,6251,LCA
Grenada,1952,1.7142900000000001,1277,6251,GRD
Belize,1952,1.7142900000000001,1277,6245,BLZ
Saint Kitts and Nevis,1952,0.714286,1277,6251,KNA
Barbados,1952,1.02041,1277,6244,BRB
Haiti,1952,5,1277,6252,HTI
Haiti,1953,5,1277,6252,HTI
Bahamas,1953,1.7142900000000001,1277,6250,BHS
Grenada,1953,1.7142900000000001,1277,6251,GRD
Saint Kitts and Nevis,1953,0.714286,1277,6251,KNA
Dominica,1953,1.4285699999999999,1277,6251,DMA
Jamaica,1953,1.7142900000000001,1277,6704,JAM
Saint Vincent and the Grenadines,1953,1.7142900000000001,1277,6251,VCT
Belize,1953,1.7142900000000001,1277,6245,BLZ
Dominican Republic,1953,1,1277,6259,DOM
Trinidad and Tobago,1953,0.00188586,1277,6249,TTO
Antigua and Barbuda,1953,1.7142900000000001,1277,6251,ATG
Barbados,1953,1.02041,1277,6244,BRB
Suriname,1953,1.7142900000000001,1277,6248,SUR
Saint Lucia,1953,1.7142900000000001,1277,6251,LCA
Guyana,1953,1.7142900000000001,1277,6703,GUY
Belize,1954,1.7142900000000001,1277,6245,BLZ
Saint Kitts and Nevis,1954,0.714286,1277,6251,KNA
Suriname,1954,1.7142900000000001,1277,6248,SUR
Saint Lucia,1954,1.7142900000000001,1277,6251,LCA
Haiti,1954,5,1277,6252,HTI
Barbados,1954,1.02041,1277,6244,BRB
Grenada,1954,1.7142900000000001,1277,6251,GRD
Bahamas,1954,1.7142900000000001,1277,6250,BHS
Dominican Republic,1954,1,1277,6259,DOM
Trinidad and Tobago,1954,0.00188586,1277,6249,TTO
Dominica,1954,1.4285699999999999,1277,6251,DMA
Guyana,1954,1.7142900000000001,1277,6703,GUY
Saint Vincent and the Grenadines,1954,1.7142900000000001,1277,6251,VCT
Jamaica,1954,1.7142900000000001,1277,6704,JAM
Antigua and Barbuda,1954,1.7142900000000001,1277,6251,ATG
Belize,1955,1.7142900000000001,1277,6245,BLZ
Suriname,1955,1.7142900000000001,1277,6248,SUR
Jamaica,1955,1.7142900000000001,1277,6704,JAM
Bahamas,1955,1.7142900000000001,1277,6250,BHS
Guyana,1955,1.7142900000000001,1277,6703,GUY
Haiti,1955,5,1277,6252,HTI
Saint Vincent and the Grenadines,1955,1.7142900000000001,1277,6251,VCT
Antigua and Barbuda,1955,1.7142900000000001,1277,6251,ATG
Trinidad and Tobago,1955,0.00188586,1277,6249,TTO
Dominican Republic,1955,1,1277,6259,DOM
Saint Lucia,1955,1.7142900000000001,1277,6251,LCA
Grenada,1955,1.7142900000000001,1277,6251,GRD
Barbados,1955,1.02041,1277,6244,BRB
Saint Kitts and Nevis,1955,0.714286,1277,6251,KNA
Dominica,1955,1.4285699999999999,1277,6251,DMA
Antigua and Barbuda,1956,1.7142900000000001,1277,6251,ATG
Guyana,1956,1.7142900000000001,1277,6703,GUY
Grenada,1956,1.7142900000000001,1277,6251,GRD
Dominica,1956,1.4285699999999999,1277,6251,DMA
Haiti,1956,5,1277,6252,HTI
Saint Kitts and Nevis,1956,0.714286,1277,6251,KNA
Suriname,1956,1.7142900000000001,1277,6248,SUR
Bahamas,1956,1.7142900000000001,1277,6250,BHS
Saint Vincent and the Grenadines,1956,1.7142900000000001,1277,6251,VCT
Jamaica,1956,1.7142900000000001,1277,6704,JAM
Belize,1956,1.7142900000000001,1277,6245,BLZ
Barbados,1956,1.02041,1277,6244,BRB
Saint Lucia,1956,1.7142900000000001,1277,6251,LCA
Dominican Republic,1956,1,1277,6259,DOM
Trinidad and Tobago,1956,0.00188586,1277,6249,TTO
Jamaica,1957,1.7142900000000001,1277,6704,JAM
Barbados,1957,1.02041,1277,6244,BRB
Saint Lucia,1957,1.7142900000000001,1277,6251,LCA
Belize,1957,1.7142900000000001,1277,6245,BLZ
Bahamas,1957,1.7142900000000001,1277,6250,BHS
Suriname,1957,1.7142900000000001,1277,6248,SUR
Antigua and Barbuda,1957,1.7142900000000001,1277,6251,ATG
Dominica,1957,1.4285699999999999,1277,6251,DMA
Guyana,1957,1.7142900000000001,1277,6703,GUY
Saint Vincent and the Grenadines,1957,1.7142900000000001,1277,6251,VCT
Haiti,1957,5,1277,6252,HTI
Saint Kitts and Nevis,1957,0.714286,1277,6251,KNA
Grenada,1957,1.7142900000000001,1277,6251,GRD
Dominican Republic,1957,1,1277,6259,DOM
Trinidad and Tobago,1957,0.00188507,1277,6249,TTO
Saint Kitts and Nevis,1958,0.714286,1277,6251,KNA
Trinidad and Tobago,1958,0.001885,1277,6249,TTO
Guyana,1958,1.7142900000000001,1277,6703,GUY
Antigua and Barbuda,1958,1.7142900000000001,1277,6251,ATG
Suriname,1958,1.7142900000000001,1277,6248,SUR
Saint Lucia,1958,1.7142900000000001,1277,6251,LCA
Dominican Republic,1958,1,1277,6259,DOM
Jamaica,1958,1.7142900000000001,1277,6704,JAM
Belize,1958,1.7142900000000001,1277,6245,BLZ
Haiti,1958,5,1277,6252,HTI
Saint Vincent and the Grenadines,1958,1.7142900000000001,1277,6251,VCT
Barbados,1958,1.02041,1277,6244,BRB
Bahamas,1958,1.7142900000000001,1277,6250,BHS
Grenada,1958,1.7142900000000001,1277,6251,GRD
Dominica,1958,1.4285699999999999,1277,6251,DMA
Jamaica,1959,1.7142900000000001,1277,6704,JAM
Saint Lucia,1959,1.7142900000000001,1277,6251,LCA
Grenada,1959,1.7142900000000001,1277,6251,GRD
Dominican Republic,1959,1,1277,6259,DOM
Barbados,1959,1.02041,1277,6244,BRB
Guyana,1959,1.7142900000000001,1277,6703,GUY
Bahamas,1959,1.7142900000000001,1277,6250,BHS
Antigua and Barbuda,1959,1.7142900000000001,1277,6251,ATG
Saint Vincent and the Grenadines,1959,1.7142900000000001,1277,6251,VCT
Haiti,1959,5,1277,6252,HTI
Suriname,1959,1.7142900000000001,1277,6248,SUR
Dominica,1959,1.4285699999999999,1277,6251,DMA
Trinidad and Tobago,1959,0.001885,1277,6249,TTO
Belize,1959,1.7142900000000001,1277,6245,BLZ
Saint Kitts and Nevis,1959,0.714286,1277,6251,KNA
Bahamas,1960,1.7142900000000001,1277,6250,BHS
Antigua and Barbuda,1960,1.7142900000000001,1277,6251,ATG
Dominica,1960,1.4285699999999999,1277,6251,DMA
Saint Vincent and the Grenadines,1960,1.7142900000000001,1277,6251,VCT
Grenada,1960,1.7142900000000001,1277,6251,GRD
Suriname,1960,1.7142900000000001,1277,6248,SUR
Haiti,1960,5,1277,6252,HTI
Dominican Republic,1960,1,1277,6259,DOM
Guyana,1960,1.7142900000000001,1277,6703,GUY
Barbados,1960,1.02041,1277,6244,BRB
Belize,1960,1.7142900000000001,1277,6245,BLZ
Jamaica,1960,1.7142900000000001,1277,6704,JAM
Saint Lucia,1960,1.7142900000000001,1277,6251,LCA
Trinidad and Tobago,1960,0.001885,1277,6249,TTO
Saint Kitts and Nevis,1960,0.714286,1277,6251,KNA
Trinidad and Tobago,1961,0.001885,1277,6249,TTO
Barbados,1961,1.02041,1277,6244,BRB
Belize,1961,1.7142900000000001,1277,6245,BLZ
Grenada,1961,1.7142900000000001,1277,6251,GRD
Jamaica,1961,1.7142900000000001,1277,6704,JAM
Suriname,1961,1.7142900000000001,1277,6248,SUR
Saint Kitts and Nevis,1961,0.714286,1277,6251,KNA
Saint Vincent and the Grenadines,1961,1.7142900000000001,1277,6251,VCT
Antigua and Barbuda,1961,1.7142900000000001,1277,6251,ATG
Dominica,1961,1.4285699999999999,1277,6251,DMA
Haiti,1961,5,1277,6252,HTI
Saint Lucia,1961,1.7142900000000001,1277,6251,LCA
Guyana,1961,1.7142900000000001,1277,6703,GUY
Dominican Republic,1961,1,1277,6259,DOM
Bahamas,1961,1.7142900000000001,1277,6250,BHS
Dominican Republic,1962,1,1277,6259,DOM
Antigua and Barbuda,1962,1.7142900000000001,1277,6251,ATG
Haiti,1962,5,1277,6252,HTI
Jamaica,1962,1.7142900000000001,1277,6704,JAM
Barbados,1962,1.02041,1277,6244,BRB
Grenada,1962,1.7142900000000001,1277,6251,GRD
Saint Kitts and Nevis,1962,0.714286,1277,6251,KNA
Belize,1962,1.7142900000000001,1277,6245,BLZ
Saint Vincent and the Grenadines,1962,1.7142900000000001,1277,6251,VCT
Bahamas,1962,1.7142900000000001,1277,6250,BHS
Dominica,1962,1.4285699999999999,1277,6251,DMA
Guyana,1962,1.7142900000000001,1277,6703,GUY
Saint Lucia,1962,1.7142900000000001,1277,6251,LCA
Trinidad and Tobago,1962,0.001885,1277,6249,TTO
Suriname,1962,1.7142900000000001,1277,6248,SUR
Trinidad and Tobago,1963,0.001885,1277,6249,TTO
Bahamas,1963,1.7142900000000001,1277,6250,BHS
Guyana,1963,1.7142900000000001,1277,6703,GUY
Belize,1963,1.7142900000000001,1277,6245,BLZ
Dominica,1963,1.4285699999999999,1277,6251,DMA
Jamaica,1963,1.7142900000000001,1277,6704,JAM
Antigua and Barbuda,1963,1.7142900000000001,1277,6251,ATG
Saint Kitts and Nevis,1963,0.714286,1277,6251,KNA
Dominican Republic,1963,1,1277,6259,DOM
Haiti,1963,5,1277,6252,HTI
Saint Vincent and the Grenadines,1963,1.7142900000000001,1277,6251,VCT
Grenada,1963,1.7142900000000001,1277,6251,GRD
Suriname,1963,1.7142900000000001,1277,6248,SUR
Barbados,1963,1.02041,1277,6244,BRB
Saint Lucia,1963,1.7142900000000001,1277,6251,LCA
Barbados,1964,1.02041,1277,6244,BRB
Grenada,1964,1.7142900000000001,1277,6251,GRD
Haiti,1964,5,1277,6252,HTI
Saint Vincent and the Grenadines,1964,1.7142900000000001,1277,6251,VCT
Dominican Republic,1964,1,1277,6259,DOM
Antigua and Barbuda,1964,1.7142900000000001,1277,6251,ATG
Saint Kitts and Nevis,1964,0.714286,1277,6251,KNA
Guyana,1964,1.7142900000000001,1277,6703,GUY
Trinidad and Tobago,1964,0.001885,1277,6249,TTO
Jamaica,1964,1.7142900000000001,1277,6704,JAM
Bahamas,1964,1.7142900000000001,1277,6250,BHS
Dominica,1964,1.4285699999999999,1277,6251,DMA
Belize,1964,1.7142900000000001,1277,6245,BLZ
Suriname,1964,1.7142900000000001,1277,6248,SUR
Saint Lucia,1964,1.7142900000000001,1277,6251,LCA
Saint Lucia,1965,1.7142900000000001,1277,6251,LCA
Bahamas,1965,1.7142900000000001,1277,6250,BHS
Barbados,1965,1.02041,1277,6244,BRB
Grenada,1965,1.7142900000000001,1277,6251,GRD
Belize,1965,1.7142900000000001,1277,6245,BLZ
Antigua and Barbuda,1965,1.7142900000000001,1277,6251,ATG
Dominica,1965,1.4285699999999999,1277,6251,DMA
Haiti,1965,5,1277,6252,HTI
Dominican Republic,1965,1,1277,6259,DOM
Saint Kitts and Nevis,1965,0.714286,1277,6251,KNA
Guyana,1965,1.7142900000000001,1277,6703,GUY
Suriname,1965,1.7142900000000001,1277,6248,SUR
Jamaica,1965,1.7142900000000001,1277,6704,JAM
Saint Vincent and the Grenadines,1965,1.7142900000000001,1277,6251,VCT
Trinidad and Tobago,1965,0.001885,1277,6249,TTO
Antigua and Barbuda,1966,1.7142900000000001,1277,6251,ATG
Haiti,1966,5,1277,6252,HTI
Suriname,1966,1.7142900000000001,1277,6248,SUR
Jamaica,1966,1.7142900000000001,1277,6704,JAM
Dominican Republic,1966,1,1277,6259,DOM
Saint Kitts and Nevis,1966,0.714286,1277,6251,KNA
Guyana,1966,1.7142900000000001,1277,6703,GUY
Dominica,1966,1.4285699999999999,1277,6251,DMA
Belize,1966,1.7142900000000001,1277,6245,BLZ
Grenada,1966,1.7142900000000001,1277,6251,GRD
Barbados,1966,1.02041,1277,6244,BRB
Bahamas,1966,1.7142900000000001,1277,6250,BHS
Saint Lucia,1966,1.7142900000000001,1277,6251,LCA
Saint Vincent and the Grenadines,1966,1.7142900000000001,1277,6251,VCT
Trinidad and Tobago,1966,0.001885,1277,6249,TTO
Trinidad and Tobago,1967,0.001885,1277,6249,TTO
Saint Lucia,1967,1.7619100000000001,1277,6251,LCA
Dominica,1967,1.44841,1277,6251,DMA
Guyana,1967,1.7619100000000001,1277,6703,GUY
Dominican Republic,1967,1,1277,6259,DOM
Jamaica,1967,1.7381,1277,6704,JAM
Saint Vincent and the Grenadines,1967,1.7619100000000001,1277,6251,VCT
Antigua and Barbuda,1967,1.7619100000000001,1277,6251,ATG
Bahamas,1967,1.7619100000000001,1277,6250,BHS
Grenada,1967,1.7619100000000001,1277,6251,GRD
Haiti,1967,5,1277,6252,HTI
Barbados,1967,1.02041,1277,6244,BRB
Suriname,1967,1.7619100000000001,1277,6248,SUR
Belize,1967,1.7381,1277,6245,BLZ
Saint Kitts and Nevis,1967,0.724207,1277,6251,KNA
Haiti,1968,5,1277,6252,HTI
Guyana,1968,2,1277,6703,GUY
Belize,1968,2,1277,6245,BLZ
Suriname,1968,2,1277,6248,SUR
Saint Lucia,1968,2,1277,6251,LCA
Saint Kitts and Nevis,1968,0.833334,1277,6251,KNA
Jamaica,1968,2,1277,6704,JAM
Bahamas,1968,2,1277,6250,BHS
Dominican Republic,1968,1,1277,6259,DOM
Grenada,1968,2,1277,6251,GRD
Dominica,1968,1.6666700000000001,1277,6251,DMA
Antigua and Barbuda,1968,2,1277,6251,ATG
Saint Vincent and the Grenadines,1968,2,1277,6251,VCT
Barbados,1968,1.02041,1277,6244,BRB
Trinidad and Tobago,1968,0.001885,1277,6249,TTO
Saint Vincent and the Grenadines,1969,2,1277,6251,VCT
Grenada,1969,2,1277,6251,GRD
Dominica,1969,1.6666700000000001,1277,6251,DMA
Dominican Republic,1969,1,1277,6259,DOM
Haiti,1969,5,1277,6252,HTI
Barbados,1969,1.02041,1277,6244,BRB
Bahamas,1969,2,1277,6250,BHS
Jamaica,1969,2,1277,6704,JAM
Saint Kitts and Nevis,1969,0.833334,1277,6251,KNA
Antigua and Barbuda,1969,2,1277,6251,ATG
Saint Lucia,1969,2,1277,6251,LCA
Trinidad and Tobago,1969,0.001885,1277,6249,TTO
Suriname,1969,2,1277,6248,SUR
Belize,1969,2,1277,6245,BLZ
Guyana,1969,2,1277,6703,GUY
Antigua and Barbuda,1970,2,1277,6251,ATG
Jamaica,1970,2,1277,6704,JAM
Belize,1970,2,1277,6245,BLZ
Saint Lucia,1970,2,1277,6251,LCA
Dominican Republic,1970,1,1277,6259,DOM
Bahamas,1970,2,1277,6250,BHS
Dominica,1970,1.6666700000000001,1277,6251,DMA
Suriname,1970,2,1277,6248,SUR
Saint Vincent and the Grenadines,1970,2,1277,6251,VCT
Haiti,1970,5,1277,6252,HTI
Grenada,1970,2,1277,6251,GRD
Trinidad and Tobago,1970,0.001885,1277,6249,TTO
Barbados,1970,1.0017,1277,6244,BRB
Saint Kitts and Nevis,1970,0.833333,1277,6251,KNA
Guyana,1970,2,1277,6703,GUY
Trinidad and Tobago,1971,0.00188358,1277,6249,TTO
Barbados,1971,1,1277,6244,BRB
Jamaica,1971,1.9886600000000001,1277,6704,JAM
Haiti,1971,5,1277,6252,HTI
Belize,1971,1.97488,1277,6245,BLZ
Suriname,1971,1.9748699999999999,1277,6248,SUR
Saint Vincent and the Grenadines,1971,1.9748699999999999,1277,6251,VCT
Dominica,1971,1.64368,1277,6251,DMA
Saint Kitts and Nevis,1971,0.832802,1277,6251,KNA
Saint Lucia,1971,1.9748699999999999,1277,6251,LCA
Dominican Republic,1971,1,1277,6259,DOM
Grenada,1971,1.9748699999999999,1277,6251,GRD
Guyana,1971,1.9748699999999999,1277,6703,GUY
Antigua and Barbuda,1971,1.9748699999999999,1277,6251,ATG
Bahamas,1971,1.9748699999999999,1277,6250,BHS
Dominica,1972,1.6015600000000001,1277,6251,DMA
Saint Lucia,1972,1.9212800000000001,1277,6251,LCA
Belize,1972,1.9212800000000001,1277,6245,BLZ
Guyana,1972,1.9212800000000001,1277,6703,GUY
Antigua and Barbuda,1972,1.9212800000000001,1277,6251,ATG
Grenada,1972,1.9212800000000001,1277,6251,GRD
Trinidad and Tobago,1972,0.001785,1277,6249,TTO
Jamaica,1972,2.0872700000000002,1277,6704,JAM
Saint Kitts and Nevis,1972,0.76746,1277,6251,KNA
Haiti,1972,5.0000200000000001,1277,6252,HTI
Dominican Republic,1972,1,1277,6259,DOM
Saint Vincent and the Grenadines,1972,1.9212800000000001,1277,6251,VCT
Bahamas,1972,1.9212800000000001,1277,6250,BHS
Suriname,1972,1.9212800000000001,1277,6248,SUR
Barbados,1972,1,1277,6244,BRB
Dominican Republic,1973,1,1277,6259,DOM
Bahamas,1973,1.95922,1277,6250,BHS
Saint Kitts and Nevis,1973,0.902427,1277,6251,KNA
Haiti,1973,5,1277,6252,HTI
Belize,1973,1.95922,1277,6245,BLZ
Saint Vincent and the Grenadines,1973,1.95922,1277,6251,VCT
Antigua and Barbuda,1973,1.95922,1277,6251,ATG
Grenada,1973,1.95922,1277,6251,GRD
Dominica,1973,1.6326799999999999,1277,6251,DMA
Barbados,1973,1,1277,6244,BRB
Suriname,1973,1.95922,1277,6248,SUR
Trinidad and Tobago,1973,0.001785,1277,6249,TTO
Guyana,1973,1.95922,1277,6703,GUY
Jamaica,1973,2.1061800000000002,1277,6704,JAM
Saint Lucia,1973,1.95922,1277,6251,LCA
Saint Lucia,1974,2.0532300000000001,1277,6251,LCA
Trinidad and Tobago,1974,0.001785,1277,6249,TTO
Dominica,1974,1.7109300000000001,1277,6251,DMA
Suriname,1974,2.0532300000000001,1277,6248,SUR
Guyana,1974,2.0532300000000001,1277,6703,GUY
Saint Vincent and the Grenadines,1974,2.0532300000000001,1277,6251,VCT
Grenada,1974,2.0532300000000001,1277,6251,GRD
Haiti,1974,5,1277,6252,HTI
Dominican Republic,1974,1,1277,6259,DOM
Bahamas,1974,2.0532300000000001,1277,6250,BHS
Jamaica,1974,2.2268599999999999,1277,6704,JAM
Saint Kitts and Nevis,1974,0.90909,1277,6251,KNA
Belize,1974,2.0532300000000001,1277,6245,BLZ
Antigua and Barbuda,1974,2.0532300000000001,1277,6251,ATG
Barbados,1974,1,1277,6244,BRB
Haiti,1975,5,1277,6252,HTI
Trinidad and Tobago,1975,0.001785,1277,6249,TTO
Dominica,1975,1.8080400000000001,1277,6251,DMA
Saint Lucia,1975,2.1697999999999999,1277,6251,LCA
Grenada,1975,2.1697999999999999,1277,6251,GRD
Saint Vincent and the Grenadines,1975,2.1697999999999999,1277,6251,VCT
Saint Kitts and Nevis,1975,0.90909,1277,6251,KNA
Barbados,1975,1,1277,6244,BRB
Bahamas,1975,2.1697999999999999,1277,6250,BHS
Belize,1975,2.0188700000000002,1277,6245,BLZ
Jamaica,1975,2.3553799999999998,1277,6704,JAM
Antigua and Barbuda,1975,2.1697999999999999,1277,6251,ATG
Suriname,1975,2.1697999999999999,1277,6248,SUR
Guyana,1975,2.1697999999999999,1277,6703,GUY
Dominican Republic,1975,1,1277,6259,DOM
Bahamas,1976,2.6146699999999999,1277,6250,BHS
Dominica,1976,2.22567,1277,6251,DMA
Haiti,1976,5,1277,6252,HTI
Saint Kitts and Nevis,1976,0.90909,1277,6251,KNA
Guyana,1976,2.6146699999999999,1277,6703,GUY
Grenada,1976,2.6146699999999999,1277,6251,GRD
Saint Lucia,1976,2.6146699999999999,1277,6251,LCA
Barbados,1976,1,1277,6244,BRB
Antigua and Barbuda,1976,2.6146699999999999,1277,6251,ATG
Suriname,1976,2.6146699999999999,1277,6248,SUR
Jamaica,1976,2.5499999999999999,1277,6704,JAM
Trinidad and Tobago,1976,0.001785,1277,6249,TTO
Saint Vincent and the Grenadines,1976,2.6146699999999999,1277,6251,VCT
Belize,1976,2,1277,6245,BLZ
Dominican Republic,1976,1,1277,6259,DOM
Dominican Republic,1977,1,1277,6259,DOM
Barbados,1977,1,1277,6244,BRB
Saint Lucia,1977,2.7000000000000001,1277,6251,LCA
Belize,1977,2,1277,6245,BLZ
Bahamas,1977,2.7000000000000001,1277,6250,BHS
Dominica,1977,2,1277,6251,DMA
Haiti,1977,5,1277,6252,HTI
Saint Kitts and Nevis,1977,0.90909,1277,6251,KNA
Guyana,1977,2.7000000000000001,1277,6703,GUY
Grenada,1977,2.7000000000000001,1277,6251,GRD
Antigua and Barbuda,1977,2.7000000000000001,1277,6251,ATG
Suriname,1977,2.7000000000000001,1277,6248,SUR
Jamaica,1977,2.5499999999999999,1277,6704,JAM
Trinidad and Tobago,1977,0.001785,1277,6249,TTO
Saint Vincent and the Grenadines,1977,2.7000000000000001,1277,6251,VCT
Dominican Republic,1978,1,1277,6259,DOM
Belize,1978,2,1277,6245,BLZ
Saint Kitts and Nevis,1978,1.4132599999999999,1277,6251,KNA
Saint Lucia,1978,2.7000000000000001,1277,6251,LCA
Trinidad and Tobago,1978,0.001785,1277,6249,TTO
Bahamas,1978,2.7000000000000001,1277,6250,BHS
Dominica,1978,2,1277,6251,DMA
Antigua and Barbuda,1978,2.7000000000000001,1277,6251,ATG
Barbados,1978,1,1277,6244,BRB
Suriname,1978,2.7000000000000001,1277,6248,SUR
Jamaica,1978,2.5499999999999999,1277,6704,JAM
Saint Vincent and the Grenadines,1978,2.7000000000000001,1277,6251,VCT
Haiti,1978,5,1277,6252,HTI
Guyana,1978,2.7000000000000001,1277,6703,GUY
Grenada,1978,2.7000000000000001,1277,6251,GRD
Belize,1979,2,1277,6245,BLZ
Bahamas,1979,2.7000000000000001,1277,6250,BHS
Grenada,1979,2.7000000000000001,1277,6251,GRD
Antigua and Barbuda,1979,2.7000000000000001,1277,6251,ATG
Guyana,1979,2.7000000000000001,1277,6703,GUY
Haiti,1979,5,1277,6252,HTI
Suriname,1979,2.7000000000000001,1277,6248,SUR
Trinidad and Tobago,1979,0.001785,1277,6249,TTO
Saint Lucia,1979,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,1979,1.76478,1277,6251,KNA
Barbados,1979,1,1277,6244,BRB
Dominica,1979,2,1277,6251,DMA
Dominican Republic,1979,1,1277,6259,DOM
Jamaica,1979,2.5499999999999999,1277,6704,JAM
Saint Vincent and the Grenadines,1979,2.7000000000000001,1277,6251,VCT
Saint Vincent and the Grenadines,1980,2.7000000000000001,1277,6251,VCT
Cuba,1980,1,1277,6258,CUB
Guyana,1980,2.5499999999999999,1277,6703,GUY
Grenada,1980,2.7000000000000001,1277,6251,GRD
Trinidad and Tobago,1980,2.3999999999999999,1277,6249,TTO
Jamaica,1980,1.78142,1277,6704,JAM
Bahamas,1980,1,1277,6250,BHS
Dominica,1980,2.7000000000000001,1277,6251,DMA
Barbados,1980,2,1277,6244,BRB
Antigua and Barbuda,1980,2.7000000000000001,1277,6251,ATG
Belize,1980,2,1277,6245,BLZ
Saint Lucia,1980,2.7000000000000001,1277,6251,LCA
Saint Kitts and Nevis,1980,2.7000000000000001,1277,6251,KNA
Haiti,1980,5,1277,6252,HTI
Suriname,1980,0.001785,1277,6248,SUR
Dominican Republic,1980,1,1277,6259,DOM
Haiti,1981,5,1277,6252,HTI
Belize,1981,2,1277,6245,BLZ
Dominican Republic,1981,1,1277,6259,DOM
Barbados,1981,2,1277,6244,BRB
Antigua and Barbuda,1981,2.7000000000000001,1277,6251,ATG
Dominica,1981,2.7000000000000001,1277,6251,DMA
Trinidad and Tobago,1981,2.3999999999999999,1277,6249,TTO
Saint Lucia,1981,2.7000000000000001,1277,6251,LCA
Grenada,1981,2.7000000000000001,1277,6251,GRD
Bahamas,1981,1,1277,6250,BHS
Jamaica,1981,1.78142,1277,6704,JAM
Guyana,1981,2.8125,1277,6703,GUY
Saint Kitts and Nevis,1981,2.7000000000000001,1277,6251,KNA
Cuba,1981,1,1277,6258,CUB
Saint Vincent and the Grenadines,1981,2.7000000000000001,1277,6251,VCT
Suriname,1981,0.001785,1277,6248,SUR
Saint Kitts and Nevis,1982,2.7000000000000001,1277,6251,KNA
Cuba,1982,1,1277,6258,CUB
Haiti,1982,5,1277,6252,HTI
Saint Lucia,1982,2.7000000000000001,1277,6251,LCA
Belize,1982,2,1277,6245,BLZ
Bahamas,1982,1,1277,6250,BHS
