month,station-gonaïves,station-juvénat-(p.v),station-daien,station-delas,station-port-au-prince,station-saint-arc,station-cap-haitien,station-ouanainthe,station-jacel,station-la-vallée-de-jacel,station-cayes
1988-07-01 00:00:00,86.90,77.90,66.80,62.40,122.50,131.60,62.30,187,69.40,180.40,93.2
1988-08-01 00:00:00,119.60,78.80,200.60,48.40,88.30,132.40,48.40,186.8,195.60,382.30,384.1
1988-09-01 00:00:00,19.10,274.70,131.90,221.60,242.90,185.50,243.00,224.9,215.50,392.20,184.4
1988-10-01 00:00:00,10.60,170.40,91.70,113.70,287.00,44.60,40.40,156.9,248.70,79.30,148.9
1988-11-01 00:00:00,23.00,24.80,64.40,30.60,37.50,19.10,68.00,14.7,36.50,174.70,79.4
1988-12-01 00:00:00,9.60,7.00,12.80,8.00,18.00,19.60,329.70,17.7,11.50,27.80,41.8
1989-01-01 00:00:00,0.10,44.30,45.70,52.60,77.50,0.00,35.50,3.4,57.00,20.90,54
1989-02-01 00:00:00,86.30,7.90,19.80,8.90,8.00,41.20,207.70,144.8,25.00,17.50,58.8
1989-03-01 00:00:00,11.60,209.30,125.50,126.00,274.40,99.50,62.20,36.7,170.00,144.50,169.6
1989-04-01 00:00:00,17.50,112.20,59.80,72.50,135.40,163.70,48.00,23.9,180.00,147.70,128.7
1989-05-01 00:00:00,16.00,252.80,176.50,215.80,163.30,135.90,108.20,135.9,224.50,152.80,104.1
1989-06-01 00:00:00,54.00,49.00,28.00,40.30,64.80,145.10,24.40,137.6,96.20,62.30,61
1989-07-01 00:00:00,114.60,111.40,144.30,125.00,97.00,206.50,19.30,126.6,58.90,31.30,62.6
1989-08-01 00:00:00,60.10,237.60,174.90,287.70,319.00,120.70,13.70,137.8,166.80,163.70,148.4
1989-09-01 00:00:00,38.00,71.60,134.80,94.80,136.00,167.60,57.90,94.6,103.50,142.00,265.3
1989-10-01 00:00:00,33.70,291.90,202.00,251.80,294.00,73.70,167.70,111.2,246.50,180.40,267.1
1989-11-01 00:00:00,37.90,59.80,148.10,69.90,66.00,20.70,45.60,22.8,54.50,124.30,71.4
1989-12-01 00:00:00,6.40,13.50,47.90,30.60,10.80,21.50,199.00,171.6,14.50,16.70,26.7
1990-01-01 00:00:00,0.00,11.30,50.20,19.40,0.00,32.20,13.00,29.1,41.50,23.30,176.7
1990-02-01 00:00:00,3.50,142.80,96.80,95.70,67.10,26.80,84.30,9.4,103.00,72.50,168.2
1990-03-01 00:00:00,25.10,116.80,114.30,122.80,94.00,26.80,79.50,3.1,214.50,153.80,181.7
1990-04-01 00:00:00,6.90,185.90,139.60,156.60,159.00,58.70,25.00,89,182.00,130.90,161.7
1990-05-01 00:00:00,2.80,89.50,116.70,132.20,48.00,32.80,4.00,20.7,60.50,72.20,137.8
1990-06-01 00:00:00,88.10,227.60,110.10,74.80,55.70,71.40,129.70,116.2,49.50,70.80,159.6
1990-07-01 00:00:00,106.70,28.50,53.80,40.60,37.30,257.80,27.80,102.2,198.00,164.90,0
1990-08-01 00:00:00,70.80,96.00,61.70,72.90,153.10,148.00,25.20,151.1,102.00,34.40,117.5
1990-09-01 00:00:00,18.60,304.10,154.60,184.30,202.70,71.20,32.50,177.7,135.00,99.80,155.4
1990-10-01 00:00:00,54.30,344.00,149.20,231.20,189.60,129.40,359.30,184.5,159.50,431.40,578.3
1990-11-01 00:00:00,32.30,84.50,62.70,90.40,163.40,45.00,282.00,254.9,32.50,146.10,210.2
1990-12-01 00:00:00,0.20,4.40,0.00,1.30,8.40,0.40,183.70,23.9,22.00,25.50,78.1
1991-01-01 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0,5.00,2.20,20.5
1991-02-01 00:00:00,13.70,28.60,25.60,33.50,18.70,35.90,53.70,39,15.70,26.20,28.4
1991-03-01 00:00:00,30.60,138.70,61.10,116.30,152.60,61.60,131.40,78,45.50,58.80,38.2
1991-04-01 00:00:00,81.60,204.50,61.90,130.30,208.70,196.70,29.80,148.7,301.20,145.10,201.2
1991-05-01 00:00:00,128.30,195.10,145.40,210.40,208.30,195.50,69.30,55.1,189.80,268.90,275.1
1991-06-01 00:00:00,51.30,49.80,20.70,63.10,68.30,81.60,0.00,66.4,69.30,25.30,56.3
1991-07-01 00:00:00,58.80,36.70,49.30,6.40,13.60,108.30,20.00,83.5,270.00,96.00,144.3
1991-08-01 00:00:00,64.10,143.80,34.50,64.50,101.20,136.30,13.20,74.5,127.50,47.00,103.4
1991-09-01 00:00:00,37.00,113.20,181.10,150.50,124.70,97.70,124.10,149,127.00,107.60,40.4
1991-10-01 00:00:00,11.20,116.80,96.70,34.50,102.70,39.70,154.30,75.8,126.50,198.10,237.5
1991-11-01 00:00:00,6.00,90.90,79.90,67.70,95.20,23.20,145.80,45.3,78.20,129.10,0
1991-12-01 00:00:00,1.50,0.10,3.10,0.00,0.30,78.20,0.00,0,8.00,43.60,16.6
1992-01-01 00:00:00,26.50,18.20,15.50,28.10,40.00,13.60,160.70,30.5,71.20,91.40,121
1992-02-01 00:00:00,29.00,24.70,36.50,39.20,39.80,13.20,59.00,4.6,87.00,49.20,68.7
1992-03-01 00:00:00,8.50,76.40,114.80,53.00,56.80,3.30,123.40,68.4,120.00,51.90,13
1992-04-01 00:00:00,74.30,103.50,171.40,74.00,73.80,140.80,157.80,156.1,230.80,247.50,215.8
1992-05-01 00:00:00,44.50,245.00,122.50,128.00,236.60,53.70,408.00,209.1,227.00,271.90,235.1
1992-06-01 00:00:00,59.30,25.40,40.30,6.90,47.60,89.00,32.10,80.7,107.00,50.90,16.1
1992-07-01 00:00:00,137.00,55.10,26.20,31.50,74.70,188.70,21.00,84.6,12.50,49.00,34
1992-08-01 00:00:00,35.10,72.70,50.50,48.80,84.00,165.60,1.50,109.9,324.20,128.80,213.1
1992-09-01 00:00:00,50.30,215.80,151.20,114.10,171.20,105.20,62.30,193.7,97.20,319.60,249
1992-10-01 00:00:00,0.00,211.70,298.70,299.20,308.00,33.60,110.30,61.4,52.20,35.90,75.2
1992-11-01 00:00:00,3.70,170.00,207.30,304.80,275.20,31.40,201.80,45.3,129.50,147.40,73.3
1992-12-01 00:00:00,12.10,10.60,36.60,10.00,24.70,31.50,171.10,39.7,25.30,41.40,52.8
1993-01-01 00:00:00,90.90,39.80,49.50,19.90,40.60,66.50,170.20,33.8,119.50,152.00,73
1993-02-01 00:00:00,0.00,61.50,35.20,63.10,43.40,0.10,35.60,3.1,65.80,45.70,52.9
1993-03-01 00:00:00,14.00,171.50,75.00,147.70,86.00,22.20,190.40,179.3,44.20,57.80,68.9
1993-04-01 00:00:00,58.30,55.30,115.50,155.00,337.80,54.90,183.50,137.2,111.00,91.50,157.9
1993-05-01 00:00:00,147.30,322.70,155.20,245.50,204.20,251.80,255.70,320.7,333.20,506.20,400.7
1993-06-01 00:00:00,47.40,37.80,17.90,26.40,47.60,153.40,0.00,55.8,37.20,110.70,263.5
1993-07-01 00:00:00,7.10,33.00,35.10,30.60,24.00,160.10,2.40,27.2,0.00,49.30,84.6
1993-08-01 00:00:00,56.30,88.90,102.70,65.10,59.30,109.70,10.90,193.1,153.20,42.10,79.5
1993-09-01 00:00:00,0.00,84.20,239.20,193.80,196.20,160.20,10.70,220.8,124.20,67.60,55.7
1993-10-01 00:00:00,52.80,98.80,116.10,70.30,76.40,29.60,64.90,67.9,140.70,67.10,71.7
1993-11-01 00:00:00,7.00,63.70,88.40,123.10,146.60,22.30,174.90,46.7,57.60,216.80,474.2
1993-12-01 00:00:00,15.00,52.40,21.40,11.80,3.50,1.70,134.80,42.6,35.50,27.80,97.4
1994-01-01 00:00:00,15.50,12.90,23.40,28.50,23.10,103.20,426.10,109.1,21.70,41.10,110.2
1994-02-01 00:00:00,40.20,74.20,15.80,72.70,52.40,48.60,47.70,16.4,45.60,30.40,52.8
1994-03-01 00:00:00,14.00,241.60,125.00,214.80,145.70,3.80,155.90,44.2,117.50,79.60,88.9
1994-04-01 00:00:00,105.40,243.40,188.30,228.20,304.60,80.90,49.20,200,276.30,326.20,344.3
1994-05-01 00:00:00,95.00,165.90,183.00,159.70,177.90,239.20,192.80,132.7,130.60,172.90,234.9
1994-06-01 00:00:00,43.50,15.00,14.40,25.50,55.60,79.30,10.30,65.8,162.60,107.40,45.9
1994-07-01 00:00:00,45.70,21.90,46.30,24.20,29.60,91.00,23.40,33.9,100.50,54.10,45.4
1994-08-01 00:00:00,93.70,162.10,124.60,179.80,194.00,58.00,46.40,106.7,147.20,195.80,113.8
1994-09-01 00:00:00,95.10,56.30,87.20,77.40,104.80,151.70,21.20,167.6,115.20,72.50,108.8
1994-10-01 00:00:00,31.80,187.80,150.20,100.40,168.50,124.70,153.40,150.6,289.30,252.90,221.9
1994-11-01 00:00:00,54.10,335.50,203.70,279.80,386.40,80.60,80.20,64.7,444.80,400.10,310.4
1994-12-01 00:00:00,27.20,5.40,15.10,11.90,19.60,17.30,133.70,53.9,83.40,40.30,51.4
1995-01-01 00:00:00,3.00,11.90,64.70,12.70,16.70,0.20,68.30,13.5,52.70,17.60,130.4
1995-02-01 00:00:00,25.00,194.10,112.30,169.80,108.10,33.20,341.10,90.3,85.60,54.20,35.1
1995-03-01 00:00:00,18.60,160.80,61.20,153.20,100.20,51.80,119.20,13.9,62.60,51.10,99.1
1995-04-01 00:00:00,20.50,62.50,81.60,43.10,52.00,12.80,69.90,56.5,46.00,49.00,15.8
1995-05-01 00:00:00,116.50,205.80,166.40,119.10,111.90,73.00,157.30,192.5,325.70,235.70,144.7
1995-06-01 00:00:00,90.40,103.90,14.70,26.70,20.30,84.90,72.10,88.4,153.00,90.30,92.5
1995-07-01 00:00:00,0.00,83.80,72.20,87.50,79.20,159.30,37.80,120.2,73.70,137.90,54.9
1995-08-01 00:00:00,0.00,188.20,255.10,192.00,180.30,77.70,86.40,284.6,118.80,244.50,278.9
1995-09-01 00:00:00,0.00,72.70,35.40,102.20,87.10,123.30,130.50,118.1,273.70,313.40,353.9
1995-10-01 00:00:00,2.70,170.00,43.30,98.10,47.70,153.10,97.90,48.3,52.80,111.10,305.3
1995-11-01 00:00:00,5.60,46.50,79.90,71.00,101.80,22.10,250.10,17.6,24.60,49.90,76.2
1995-12-01 00:00:00,0.00,36.60,54.50,87.80,52.90,24.80,92.80,0,31.70,70.90,115.5
1996-01-01 00:00:00,14.00,12.50,48.00,7.10,7.00,39.10,148.40,156.3,18.40,33.50,79.3
1996-02-01 00:00:00,5.10,180.60,245.40,186.60,224.30,52.40,189.10,111.7,88.50,64.40,95.2
1996-03-01 00:00:00,75.80,79.00,133.50,92.10,165.80,13.80,250.60,81.7,168.20,190.60,238.8
1996-04-01 00:00:00,13.50,140.10,134.80,182.30,126.80,8.80,75.90,94.5,285.90,147.90,190.6
1996-05-01 00:00:00,35.30,334.60,178.40,317.40,245.00,162.90,119.80,118.6,108.40,92.30,255
1996-06-01 00:00:00,34.10,51.20,95.20,60.70,51.70,85.40,86.30,264.6,261.20,225.50,118.8
1996-07-01 00:00:00,0.00,33.50,22.20,35.90,43.70,161.50,31.10,45,27.90,81.40,90.7
1996-08-01 00:00:00,0.00,210.90,169.10,219.90,231.50,187.10,36.50,45.3,215.20,294.30,197.2
1996-09-01 00:00:00,31.20,84.60,89.90,80.60,119.60,122.90,157.20,167.6,63.60,92.80,266
1996-10-01 00:00:00,57.00,161.30,125.70,165.60,124.10,131.20,80.10,96.9,159.20,415.00,286.1
1996-11-01 00:00:00,23.50,89.20,113.40,116.40,74.90,59.20,201.80,63.9,175.30,173.10,223.9
1996-12-01 00:00:00,0.00,53.40,51.70,66.40,44.20,40.20,47.70,48.6,12.50,35.40,6.4
1997-01-01 00:00:00,17.50,73.10,85.40,122.90,103.20,27.30,81.00,129.5,57.00,28.60,43.7
1997-02-01 00:00:00,0.00,44.70,29.60,15.10,26.20,24.50,6.90,0,38.30,36.90,106.7
1997-03-01 00:00:00,2.50,84.80,45.40,72.20,88.00,66.30,19.40,3,80.40,95.30,134
1997-04-01 00:00:00,15.00,56.40,0.00,36.40,38.70,19.80,13.60,24.2,11.30,60.60,168.3
1997-05-01 00:00:00,38.30,137.50,171.40,97.90,133.40,59.50,41.70,53.2,190.70,89.10,112.6
1997-06-01 00:00:00,59.80,78.80,69.90,50.60,52.60,101.90,70.20,112,55.90,196.10,53.9
1997-07-01 00:00:00,31.00,77.30,47.20,51.90,52.50,126.30,10.20,43.9,65.00,234.60,99.9
1997-08-01 00:00:00,184.00,33.70,37.80,100.60,48.70,187.80,144.00,189.4,76.00,49.40,115.3
1997-09-01 00:00:00,14.00,123.70,38.40,73.30,106.60,65.50,34.00,55.3,80.20,126.10,176.1
1997-10-01 00:00:00,110.00,207.20,251.60,129.10,126.20,141.40,270.40,103.3,64.10,116.50,209.4
1997-11-01 00:00:00,7.20,191.60,259.60,133.50,90.50,42.30,229.80,49.8,229.10,105.20,95
1997-12-01 00:00:00,85.00,31.40,4.60,10.30,10.10,68.30,79.60,112.6,9.90,50.00,
1998-01-01 00:00:00,13.50,27.60,34.10,18.00,39.80,48.50,295.40,106.6,16.00,23.20,62.5
1998-02-01 00:00:00,132.00,162.80,149.40,111.10,98.90,87.60,13.60,41.1,53.00,67.90,48.9
1998-03-01 00:00:00,58.10,177.60,104.50,101.90,168.80,25.50,349.80,240.8,130.00,139.40,148.9
1998-04-01 00:00:00,54.00,63.60,93.60,94.70,121.60,82.20,91.20,99,58.90,73.90,190
1998-05-01 00:00:00,29.00,191.30,91.40,61.60,67.70,71.70,56.30,80.2,130.90,149.50,138.4
1998-06-01 00:00:00,68.00,304.40,151.60,210.20,206.00,92.50,84.90,73,167.40,99.20,154.6
1998-07-01 00:00:00,105.10,152.00,81.50,66.40,75.70,137.90,39.50,78.4,279.80,247.90,276.6
1998-08-01 00:00:00,43.90,219.20,121.90,152.30,182.60,169.60,106.80,96.9,83.00,122.20,38.8
1998-09-01 00:00:00,139.20,359.20,259.10,243.90,247.40,161.30,264.30,187.2,351.20,423.00,323.5
1998-10-01 00:00:00,18.50,40.30,57.70,89.90,115.00,113.70,265.50,89.6,55.40,103.70,161.5
1998-11-01 00:00:00,2.30,14.30,127.80,53.10,78.40,9.80,193.70,37.4,55.50,46.70,73.7
1998-12-01 00:00:00,0.00,7.80,77.40,47.10,95.30,12.90,43.20,77,21.00,63.80,149.7
1999-01-01 00:00:00,8.70,0.00,39.20,63.10,81.20,27.40,214.00,74,89.30,38.40,9.5
1999-02-01 00:00:00,0.00,65.80,154.20,110.80,126.40,6.10,143.40,34.5,35.80,24.80,216.5
1999-03-01 00:00:00,48.20,0.00,256.30,195.40,231.50,9.70,210.60,56.8,64.00,156.70,104.2
1999-04-01 00:00:00,31.70,132.00,69.00,72.30,80.30,27.90,5.20,21.3,37.50,63.50,134.9
1999-05-01 00:00:00,49.30,267.30,147.40,142.80,120.50,29.20,311.20,179.2,153.40,81.70,130.2
1999-06-01 00:00:00,194.80,201.80,161.50,188.50,169.90,166.40,106.50,69.2,105.00,73.80,215.7
1999-07-01 00:00:00,87.30,121.70,109.30,196.00,113.50,88.40,60.40,174.9,262.00,184.70,176.6
1999-08-01 00:00:00,131.70,116.60,151.50,156.60,103.70,294.50,27.40,131.1,73.00,84.50,314.6
1999-09-01 00:00:00,131.40,72.40,148.10,118.60,139.40,161.90,67.80,179.2,258.60,372.40,185.6
1999-10-01 00:00:00,148.20,207.50,62.90,238.20,130.00,224.80,175.60,354.9,76.00,156.00,342.6
1999-11-01 00:00:00,27.30,69.30,56.20,129.30,107.40,87.80,348.00,172.6,38.50,121.30,264.8
1999-12-01 00:00:00,0.00,4.20,34.30,39.20,5.50,0.10,53.10,39.8,26.00,14.00,19.4
2000-01-01 00:00:00,0.10,9.20,19.60,7.30,11.00,11.20,90.60,70.9,4.00,8.00,27
2000-02-01 00:00:00,0.00,33.50,88.60,42.90,75.70,0.00,43.70,9.2,14.00,64.50,139.7
2000-03-01 00:00:00,29.20,43.20,23.00,15.10,12.10,0.00,9.00,1,38.00,10.10,30.1
2000-04-01 00:00:00,4.50,195.80,167.40,116.50,128.40,22.10,6.50,41.5,133.50,69.90,78.4
2000-05-01 00:00:00,35.90,219.00,304.70,359.00,237.90,113.90,87.30,310,221.00,123.30,188.5
2000-06-01 00:00:00,38.20,42.90,54.40,38.90,56.80,120.50,12.70,183.4,142.00,124.80,91.1
2000-07-01 00:00:00,65.90,116.20,105.80,136.80,88.30,221.80,24.40,50,154.50,123.80,147.2
2000-08-01 00:00:00,39.00,151.20,72.20,134.80,180.50,130.20,53.30,…,0.00,73.20,70.6
2000-09-01 00:00:00,102.70,284.80,156.50,324.50,330.60,166.60,112.90,137.9,397.00,444.10,260.6
2000-10-01 00:00:00,32.70,292.50,154.90,114.10,112.40,143.20,323.50,275.6,80.00,36.80,89.1
2000-11-01 00:00:00,0.00,17.50,14.10,5.50,29.50,0.00,78.80,22.2,11.00,13.20,35.8
2000-12-01 00:00:00,5.00,59.40,13.80,40.80,25.30,43.20,193.50,139.7,143.10,109.90,291.4
2001-01-01 00:00:00,5.40,27.10,1.60,18.50,37.30,9.60,174.80,116.4,129.00,74.40,20.5
2001-02-01 00:00:00,0.00,18.00,20.00,27.60,16.10,3.70,5.50,0.8,26.00,16.50,37.5
2001-03-01 00:00:00,10.60,67.30,57.80,89.00,68.20,16.80,105.50,94.1,46.70,40.00,27.8
2001-04-01 00:00:00,6.60,134.40,203.10,171.20,163.60,34.50,105.60,81.8,253.00,312.40,203.8
2001-05-01 00:00:00,102.60,281.90,166.60,169.70,186.20,207.40,412.40,150,247.50,228.40,204
2001-06-01 00:00:00,11.60,86.60,41.60,58.10,57.30,49.40,13.30,75,194.00,40.90,51.6
2001-07-01 00:00:00,47.10,160.60,43.90,101.20,153.40,132.10,2.50,119.2,107.00,86.40,34.7
2001-08-01 00:00:00,,104.40,96.30,108.70,132.30,188.70,82.50,156.4,39.80,53.40,126.9
2001-09-01 00:00:00,,134.20,138.30,104.90,105.70,268.70,176.20,125,92.40,103.90,155.7
2001-10-01 00:00:00,,76.90,120.50,49.00,89.10,175.00,138.50,225.8,95.80,90.80,275.2
2001-11-01 00:00:00,,75.70,44.10,66.40,70.60,44.50,316.00,185,50.00,113.70,105.9
2001-12-01 00:00:00,,89.00,80.20,89.80,95.30,9.40,296.50,18,72.10,61.60,86.5
2002-01-01 00:00:00,,5.00,1.00,1.00,0.60,0.50,191.00,60.4,5.10,6.00,20.2
2002-02-01 00:00:00,,32.00,6.50,54.10,36.00,4.40,15.50,18,28.50,24.00,38.7
2002-03-01 00:00:00,,177.60,122.30,233.80,165.50,45.50,32.20,26.2,146.30,52.20,96.7
2002-04-01 00:00:00,,395.80,376.30,442.70,366.90,54.00,97.50,58.4,270.30,202.40,96.3
2002-05-01 00:00:00,,116.80,82.30,98.40,166.50,69.90,122.00,45,182.70,273.80,455.7
2002-06-01 00:00:00,,119.90,31.00,52.50,89.90,127.40,70.00,166.8,63.00,66.20,98.2
2002-07-01 00:00:00,,117.20,44.60,78.20,58.20,91.50,4.50,72.1,99.00,116.40,127
2002-08-01 00:00:00,,67.70,100.80,105.70,128.90,135.50,53.50,230.3,172.70,167.30,144.2
2002-09-01 00:00:00,,81.20,56.80,69.40,47.50,131.20,223.00,255.3,103.00,238.10,256.9
2002-10-01 00:00:00,,107.40,100.00,114.60,128.80,69.90,77.50,64.6,19.30,10.10,28.3
2002-11-01 00:00:00,,74.70,185.90,87.50,105.60,25.30,156.50,37.4,108.70,47.30,36
2002-12-01 00:00:00,,23.50,15.30,5.30,7.40,0.00,125.00,9.5,29.90,34.00,148.7
2003-01-01 00:00:00,,57.60,29.70,42.80,63.00,39.60,355.50,178.9,36.90,42.90,87.7
2003-02-01 00:00:00,,3.50,38.00,9.50,56.10,6.60,44.50,41.7,26.00,35.90,112.8
2003-03-01 00:00:00,,92.10,139.00,120.60,92.20,0.00,31.00,96.2,75.20,69.80,92.3
2003-04-01 00:00:00,,264.60,119.60,187.50,138.90,87.10,274.00,177.3,80.10,97.80,125.1
2003-05-01 00:00:00,,102.80,77.40,98.20,106.50,43.10,41.00,107.6,120.50,101.00,210.2
2003-06-01 00:00:00,,184.00,86.90,142.40,102.90,190.10,119.10,169.9,62.30,79.10,41
2003-07-01 00:00:00,,179.00,34.70,82.10,115.30,87.70,58.80,27.6,28.50,39.20,34.5
2003-08-01 00:00:00,,211.30,163.90,237.70,312.40,175.30,30.70,178.1,278.40,198.90,191.4
2003-09-01 00:00:00,,196.60,246.90,149.00,284.30,94.80,79.40,206,68.90,105.10,134.1
2003-10-01 00:00:00,,571.40,507.30,581.00,309.50,85.80,210.00,158.9,173.90,274.50,200.9
2003-11-01 00:00:00,,29.60,52.40,35.10,31.70,53.40,190.60,118.1,100.10,41.10,118.5
2003-12-01 00:00:00,,9.10,11.10,10.20,10.10,0.00,305.20,27,32.50,41.70,87.5
2004-01-01 00:00:00,,10.90,12.90,15.30,21.30,2.50,217.40,50.6,28.60,39.40,15.7
2004-02-01 00:00:00,,80.70,70.00,139.30,59.50,0.00,123.00,37.2,30.80,37.40,87.6
2004-03-01 00:00:00,,57.80,83.00,63.70,53.90,5.30,269.40,47.9,79.90,97.00,130.7
2004-04-01 00:00:00,,154.10,124.10,145.00,180.90,2.10,163.80,141,204.90,264.50,…
2004-05-01 00:00:00,,404.40,648.70,245.10,212.40,82.90,85.90,56.6,363.70,494.60,348.1
2004-06-01 00:00:00,,12.00,8.60,0.60,2.50,167.90,110.90,134.5,19.70,31.00,48.8
2004-07-01 00:00:00,,90.00,93.00,56.30,71.30,187.80,120.00,287.1,71.30,133.90,111.8
2004-08-01 00:00:00,,62.50,95.90,84.10,63.40,107.40,62.50,62.7,83.00,100.40,181.9
2004-09-01 00:00:00,,175.40,57.40,84.30,95.80,79.80,103.40,142.9,116.00,421.80,452.5
2004-10-01 00:00:00,,145.70,136.70,215.00,214.30,54.30,253.00,107.6,31.20,53.00,8.8
2004-11-01 00:00:00,,6.60,16.90,6.60,11.80,23.70,167.30,97.9,4.80,5.50,81.4
2004-12-01 00:00:00,,42.00,46.10,21.00,13.40,2.10,295.00,136.5,62.30,30.50,22.3
2005-01-01 00:00:00,,35.60,53.40,31.30,7.80,0.40,131.30,52.8,15.50,30.50,26
2005-02-01 00:00:00,,0.20,0.40,2.50,2.20,0.00,27.60,21.4,27.90,2.50,13
2005-03-01 00:00:00,,0.30,1.80,3.00,0.00,0.00,80.00,17.5,40.40,18.00,2
2005-04-01 00:00:00,,93.00,136.00,104.90,69.50,8.40,222.40,175.8,164.40,81.00,101.4
2005-05-01 00:00:00,,253.10,172.60,232.00,152.40,150.70,195.70,293.9,176.80,264.80,274.3
2005-06-01 00:00:00,,228.70,101.50,155.10,93.70,244.50,91.80,256.3,126.70,310.00,245.4
2005-07-01 00:00:00,,68.60,37.10,56.70,89.30,93.00,94.40,133.5,61.60,142.10,135
2005-08-01 00:00:00,,220.70,144.10,160.70,138.50,123.50,79.60,197.1,127.00,189.40,142.4
2005-09-01 00:00:00,,137.10,167.70,106.60,109.70,38.10,41.20,79.1,116.50,168.00,75.1
2005-10-01 00:00:00,,197.90,192.80,188.00,174.90,172.10,310.80,260.2,349.60,666.80,688.3
2005-11-01 00:00:00,,53.80,75.40,65.30,83.90,20.50,136.00,45.6,37.50,24.50,41.7
2005-12-01 00:00:00,,20.10,2.90,2.80,3.50,0.00,40.00,9.2,7.00,20.50,93.7
2006-01-01 00:00:00,,45.20,1.60,9.80,14.70,1.60,107.50,36.1,1.60,15.00,14.5
2006-02-01 00:00:00,,16.60,8.10,17.00,23.30,4.00,128.40,61.1,30.20,32.00,10.5
2006-03-01 00:00:00,,123.00,127.30,97.50,61.40,0.00,38.50,15,171.60,44.50,21.7
2006-04-01 00:00:00,,211.10,488.90,251.60,255.10,29.00,79.30,158.3,151.20,142.30,105.5
2006-05-01 00:00:00,,131.70,252.60,225.80,178.20,38.30,65.90,81,163.80,58.00,103.6
2006-06-01 00:00:00,,202.30,445.80,183.60,113.00,31.50,96.20,112.1,95.60,217.70,97.4
2006-07-01 00:00:00,,138.40,111.00,138.90,137.20,217.90,32.00,117.4,124.60,90.80,147.5
2006-08-01 00:00:00,,214.90,159.20,178.30,128.20,104.20,33.00,132.8,137.30,250.50,24
2006-09-01 00:00:00,,91.60,61.60,81.50,69.30,174.30,126.60,207,143.60,31.50,112.4
2006-10-01 00:00:00,,155.70,108.00,130.20,109.10,26.60,248.70,122,28.20,150.40,46.9
2006-11-01 00:00:00,,143.20,160.80,115.10,136.00,64.30,144.40,71.2,149.40,171.50,228.8
2006-12-01 00:00:00,,20.60,49.50,41.80,26.10,13.00,90.50,83.4,92.30,114.50,39
2007-01-01 00:00:00,,,30.40,,25.20,0.00,22.10,0.4,7.60,0.50,65.4
2007-02-01 00:00:00,,,131.70,,41.50,1.00,136.70,106.4,71.00,10.50,31
2007-03-01 00:00:00,,,128.50,,161.90,26.10,320.70,287.8,118.30,169.00,82.6
2007-04-01 00:00:00,,,123.70,,,,,,,,
