month,east-belt,west-belt,tobago
1970-01-01 00:00:00,165.00,79.00,84.00
1970-02-01 00:00:00,112.00,56.00,74.00
1970-03-01 00:00:00,104.00,51.00,48.00
1970-04-01 00:00:00,127.00,53.00,53.00
1970-05-01 00:00:00,127.00,86.00,51.00
1970-06-01 00:00:00,358.00,351.00,213.00
1970-07-01 00:00:00,353.00,284.00,203.00
1970-08-01 00:00:00,368.00,312.00,279.00
1970-09-01 00:00:00,279.00,241.00,221.00
1970-10-01 00:00:00,212.00,130.00,206.00
1970-11-01 00:00:00,272.00,224.00,272.00
1970-12-01 00:00:00,282.00,157.00,251.00
1971-01-01 00:00:00,152.00,84.00,84.00
1971-02-01 00:00:00,64.00,48.00,51.00
1971-03-01 00:00:00,104.00,53.00,76.00
1971-04-01 00:00:00,23.00,13.00,13.00
1971-05-01 00:00:00,221.00,89.00,94.00
1971-06-01 00:00:00,168.00,109.00,66.00
1971-07-01 00:00:00,295.00,226.00,178.00
1971-08-01 00:00:00,366.00,239.00,277.00
1971-09-01 00:00:00,307.00,191.00,284.00
1971-10-01 00:00:00,610.00,315.00,366.00
1971-11-01 00:00:00,414.00,236.00,173.00
1971-12-01 00:00:00,198.00,127.00,127.00
1972-01-01 00:00:00,381.00,201.00,119.00
1972-02-01 00:00:00,124.00,48.00,66.00
1972-03-01 00:00:00,168.00,107.00,142.00
1972-04-01 00:00:00,155.00,127.00,81.00
1972-05-01 00:00:00,229.00,122.00,104.00
1972-06-01 00:00:00,213.00,107.00,104.00
1972-07-01 00:00:00,340.00,213.00,175.00
1972-08-01 00:00:00,208.00,120.00,102.00
1972-09-01 00:00:00,137.00,122.00,124.00
1972-10-01 00:00:00,226.00,165.00,183.00
1972-11-01 00:00:00,224.00,114.00,262.00
1972-12-01 00:00:00,264.00,91.00,211.00
1973-01-01 00:00:00,53.00,23.00,46.00
1973-02-01 00:00:00,41.00,28.00,56.00
1973-03-01 00:00:00,23.00,5.00,15.00
1973-04-01 00:00:00,58.00,46.00,41.00
1973-05-01 00:00:00,61.00,30.00,46.00
1973-06-01 00:00:00,152.00,117.00,124.00
1973-07-01 00:00:00,180.00,124.00,86.00
1973-08-01 00:00:00,457.00,295.00,297.00
1973-09-01 00:00:00,269.00,180.00,254.00
1973-10-01 00:00:00,457.00,208.00,292.00
1973-11-01 00:00:00,358.00,218.00,325.00
1973-12-01 00:00:00,253.00,157.00,206.00
1974-01-01 00:00:00,175.00,102.00,147.00
1974-02-01 00:00:00,94.00,48.00,56.00
1974-03-01 00:00:00,112.00,61.00,119.00
1974-04-01 00:00:00,61.00,28.00,23.00
1974-05-01 00:00:00,79.00,41.00,97.00
1974-06-01 00:00:00,117.00,58.00,163.00
1974-07-01 00:00:00,292.00,188.00,130.00
1974-08-01 00:00:00,295.00,226.00,180.00
1974-09-01 00:00:00,183.00,165.00,150.00
1974-10-01 00:00:00,351.00,226.00,201.00
1974-11-01 00:00:00,249.00,152.00,229.00
1974-12-01 00:00:00,160.00,127.00,91.00
1975-01-01 00:00:00,74.00,43.00,56.00
1975-02-01 00:00:00,94.00,38.00,79.00
1975-03-01 00:00:00,66.00,25.00,119.00
1975-04-01 00:00:00,99.00,33.00,102.00
1975-05-01 00:00:00,137.00,69.00,38.00
1975-06-01 00:00:00,196.00,137.00,64.00
1975-07-01 00:00:00,178.00,147.00,124.00
1975-08-01 00:00:00,282.00,312.00,226.00
1975-09-01 00:00:00,229.00,188.00,264.00
1975-10-01 00:00:00,396.00,208.00,345.00
1975-11-01 00:00:00,307.00,178.00,366.00
1975-12-01 00:00:00,566.00,312.00,384.00
1976-01-01 00:00:00,124.00,74.00,64.00
1976-02-01 00:00:00,155.00,58.00,71.00
1976-03-01 00:00:00,124.00,58.00,71.00
1976-04-01 00:00:00,105.00,48.00,89.00
1976-05-01 00:00:00,130.00,56.00,33.00
1976-06-01 00:00:00,366.00,224.00,249.00
1976-07-01 00:00:00,335.00,244.00,173.00
1976-08-01 00:00:00,160.00,127.00,135.00
1976-09-01 00:00:00,147.00,147.00,140.00
1976-10-01 00:00:00,99.00,109.00,140.00
1976-11-01 00:00:00,239.00,198.00,130.00
1976-12-01 00:00:00,338.00,147.00,340.00
1977-01-01 00:00:00,81.00,46.00,48.00
1977-02-01 00:00:00,38.00,15.00,38.00
1977-03-01 00:00:00,66.00,38.00,25.00
1977-04-01 00:00:00,61.00,46.00,71.00
1977-05-01 00:00:00,119.00,51.00,61.00
1977-06-01 00:00:00,368.00,277.00,201.00
1977-07-01 00:00:00,206.00,178.00,130.00
1977-08-01 00:00:00,312.00,226.00,196.00
1977-09-01 00:00:00,213.00,150.00,130.00
1977-10-01 00:00:00,134.00,163.00,234.00
1977-11-01 00:00:00,173.00,86.00,168.00
1977-12-01 00:00:00,112.00,71.00,89.00
1978-01-01 00:00:00,84.00,30.00,97.00
1978-02-01 00:00:00,25.00,13.00,18.00
1978-03-01 00:00:00,53.00,25.00,28.00
1978-04-01 00:00:00,43.00,33.00,30.00
1978-05-01 00:00:00,234.00,178.00,117.00
1978-06-01 00:00:00,333.00,277.00,287.00
1978-07-01 00:00:00,333.00,277.00,287.00
1978-08-01 00:00:00,282.00,234.00,175.00
1978-09-01 00:00:00,251.00,196.00,107.00
1978-10-01 00:00:00,257.00,150.00,206.00
1978-11-01 00:00:00,196.00,119.00,185.00
1978-12-01 00:00:00,231.00,147.00,76.00
1979-01-01 00:00:00,34.00,22.00,28.00
1979-02-01 00:00:00,33.00,22.00,32.00
1979-03-01 00:00:00,127.00,46.00,119.00
1979-04-01 00:00:00,84.00,48.00,90.00
1979-05-01 00:00:00,77.00,77.00,119.00
1979-06-01 00:00:00,322.00,261.00,215.00
1979-07-01 00:00:00,434.00,276.00,297.00
1979-08-01 00:00:00,205.00,146.00,219.00
1979-09-01 00:00:00,313.00,225.00,245.00
1979-10-01 00:00:00,215.00,211.00,204.00
1979-11-01 00:00:00,312.00,194.00,246.00
1979-12-01 00:00:00,398.00,262.00,288.00
1980-01-01 00:00:00,111.00,63.00,145.00
1980-02-01 00:00:00,67.00,40.00,74.00
1980-03-01 00:00:00,62.00,28.00,64.00
1980-04-01 00:00:00,43.00,21.00,17.00
1980-05-01 00:00:00,287.00,185.00,149.00
1980-06-01 00:00:00,285.00,223.00,225.00
1980-07-01 00:00:00,248.00,206.00,172.00
1980-08-01 00:00:00,226.00,266.00,179.00
1980-09-01 00:00:00,174.00,157.00,175.00
1980-10-01 00:00:00,302.00,182.00,331.00
1980-11-01 00:00:00,378.00,254.00,188.00
1980-12-01 00:00:00,229.00,156.00,162.00
1981-01-01 00:00:00,88.00,73.00,54.00
1981-02-01 00:00:00,112.00,56.00,55.00
1981-03-01 00:00:00,48.00,15.00,28.00
1981-04-01 00:00:00,347.00,286.00,261.00
1981-05-01 00:00:00,349.00,209.00,170.00
1981-06-01 00:00:00,257.00,237.00,152.00
1981-07-01 00:00:00,199.00,181.00,244.00
1981-08-01 00:00:00,253.00,257.00,203.00
1981-09-01 00:00:00,232.00,159.00,172.00
1981-10-01 00:00:00,271.00,188.00,135.00
1981-11-01 00:00:00,252.00,193.00,188.00
1981-12-01 00:00:00,243.00,175.00,201.00
1982-01-01 00:00:00,144.00,75.00,73.00
1982-02-01 00:00:00,161.00,93.00,118.00
1982-03-01 00:00:00,124.00,32.00,36.00
1982-04-01 00:00:00,177.00,82.00,43.00
1982-05-01 00:00:00,141.00,92.00,65.00
1982-06-01 00:00:00,452.00,334.00,217.00
1982-07-01 00:00:00,259.00,165.00,195.00
1982-08-01 00:00:00,253.00,229.00,143.00
1982-09-01 00:00:00,222.00,119.00,254.00
1982-10-01 00:00:00,317.00,192.00,250.00
1982-11-01 00:00:00,288.00,148.00,230.00
1982-12-01 00:00:00,286.00,161.00,208.00
1983-01-01 00:00:00,124.30,65.00,72.20
1983-02-01 00:00:00,22.00,5.50,18.70
1983-03-01 00:00:00,33.50,15.00,14.20
1983-04-01 00:00:00,92.40,39.30,71.30
1983-05-01 00:00:00,446.70,252.80,251.20
1983-06-01 00:00:00,478.50,370.20,280.30
1983-07-01 00:00:00,279.80,287.90,234.90
1983-08-01 00:00:00,219.80,282.40,208.70
1983-09-01 00:00:00,218.50,151.50,181.20
1983-10-01 00:00:00,269.10,159.30,209.40
1983-11-01 00:00:00,269.30,230.20,198.10
1983-12-01 00:00:00,315.10,151.40,204.80
1984-01-01 00:00:00,273.60,168.60,128.80
1984-02-01 00:00:00,98.20,52.30,39.40
1984-03-01 00:00:00,42.50,15.10,32.40
1984-04-01 00:00:00,15.00,2.80,15.80
1984-05-01 00:00:00,107.40,74.90,68.50
1984-06-01 00:00:00,211.60,152.60,106.90
1984-07-01 00:00:00,343.40,311.90,202.40
1984-08-01 00:00:00,313.90,202.90,195.80
1984-09-01 00:00:00,260.20,296.60,103.90
1984-10-01 00:00:00,472.80,262.70,345.90
1984-11-01 00:00:00,461.60,308.20,306.10
1984-12-01 00:00:00,354.60,214.30,198.60
1985-01-01 00:00:00,52.40,46.30,62.00
1985-02-01 00:00:00,116.60,72.60,108.70
1985-03-01 00:00:00,30.20,17.70,27.50
1985-04-01 00:00:00,38.90,110.80,80.00
1985-05-01 00:00:00,78.50,52.50,65.20
1985-06-01 00:00:00,179.00,142.20,137.10
1985-07-01 00:00:00,411.80,347.20,255.30
1985-08-01 00:00:00,256.90,252.90,190.60
1985-09-01 00:00:00,395.50,260.10,327.00
1985-10-01 00:00:00,445.50,296.50,337.00
1985-11-01 00:00:00,328.20,302.00,259.80
1985-12-01 00:00:00,437.80,277.90,275.20
1986-01-01 00:00:00,88.50,41.70,53.00
1986-02-01 00:00:00,64.60,57.10,32.00
1986-03-01 00:00:00,138.90,64.70,85.40
1986-04-01 00:00:00,14.50,13.80,20.00
1986-05-01 00:00:00,142.50,88.30,56.70
1986-06-01 00:00:00,321.30,232.30,224.50
1986-07-01 00:00:00,195.50,143.10,135.30
1986-08-01 00:00:00,323.10,293.40,168.30
1986-09-01 00:00:00,270.30,234.00,268.30
1986-10-01 00:00:00,351.10,251.10,239.50
1986-11-01 00:00:00,407.60,286.00,217.60
1986-12-01 00:00:00,223.10,140.70,109.90
1987-01-01 00:00:00,16.90,11.70,16.20
1987-02-01 00:00:00,24.30,10.40,10.90
1987-03-01 00:00:00,8.00,5.40,9.30
1987-04-01 00:00:00,23.80,12.10,7.40
1987-05-01 00:00:00,90.70,89.50,94.50
1987-06-01 00:00:00,235.70,135.60,224.20
1987-07-01 00:00:00,361.20,286.60,246.70
1987-08-01 00:00:00,198.50,213.40,129.60
1987-09-01 00:00:00,261.70,127.40,339.00
1987-10-01 00:00:00,158.40,130.20,171.00
1987-11-01 00:00:00,337.90,226.90,254.20
1987-12-01 00:00:00,202.60,115.70,140.40
1988-01-01 00:00:00,112.60,48.30,46.50
1988-02-01 00:00:00,77.60,28.00,79.40
1988-03-01 00:00:00,25.50,8.40,15.20
1988-04-01 00:00:00,18.40,4.50,10.10
1988-05-01 00:00:00,87.90,51.40,39.90
1988-06-01 00:00:00,281.30,242.10,228.90
1988-07-01 00:00:00,274.40,289.20,189.50
1988-08-01 00:00:00,376.30,319.50,293.20
1988-09-01 00:00:00,295.00,263.60,272.90
1988-10-01 00:00:00,419.00,359.90,422.70
1988-11-01 00:00:00,441.40,235.00,268.20
1988-12-01 00:00:00,372.70,204.80,203.30
1989-01-01 00:00:00,106.70,59.20,53.70
1989-02-01 00:00:00,109.90,40.90,64.60
1989-03-01 00:00:00,155.00,71.50,111.50
1989-04-01 00:00:00,61.50,34.50,30.00
1989-05-01 00:00:00,97.70,63.50,47.20
1989-06-01 00:00:00,139.50,135.60,85.30
1989-07-01 00:00:00,297.30,213.10,223.50
1989-08-01 00:00:00,112.80,152.50,113.00
1989-09-01 00:00:00,252.90,209.70,255.50
1989-10-01 00:00:00,154.10,136.40,218.80
1989-11-01 00:00:00,514.20,262.20,400.00
1989-12-01 00:00:00,133.50,65.80,46.40
1990-01-01 00:00:00,150.10,87.70,67.20
1990-02-01 00:00:00,78.20,75.90,96.90
1990-03-01 00:00:00,35.80,32.60,39.90
1990-04-01 00:00:00,51.40,67.00,62.40
1990-05-01 00:00:00,217.60,161.90,192.00
1990-06-01 00:00:00,333.80,192.60,222.50
1990-07-01 00:00:00,255.10,235.60,216.10
1990-08-01 00:00:00,324.10,304.40,223.20
1990-09-01 00:00:00,183.00,149.50,110.60
1990-10-01 00:00:00,229.40,171.30,260.50
1990-11-01 00:00:00,321.60,204.70,247.60
1990-12-01 00:00:00,253.40,134.00,83.90
1991-01-01 00:00:00,93.00,50.00,70.70
1991-02-01 00:00:00,82.00,51.70,79.90
1991-03-01 00:00:00,103.90,58.90,61.60
1991-04-01 00:00:00,89.20,83.80,118.20
1991-05-01 00:00:00,68.40,46.20,36.70
1991-06-01 00:00:00,142.50,100.20,85.70
1991-07-01 00:00:00,261.10,156.10,189.70
1991-08-01 00:00:00,363.90,245.00,175.10
1991-09-01 00:00:00,395.10,262.50,276.20
1991-10-01 00:00:00,290.30,133.70,199.20
1991-11-01 00:00:00,345.60,261.80,344.90
1991-12-01 00:00:00,266.90,185.90,182.20
1992-01-01 00:00:00,136.70,56.10,93.90
1992-02-01 00:00:00,118.50,55.30,104.40
1992-03-01 00:00:00,18.70,3.80,12.00
1992-04-01 00:00:00,60.60,8.50,16.80
1992-05-01 00:00:00,163.00,118.00,56.80
1992-06-01 00:00:00,394.70,272.30,358.30
1992-07-01 00:00:00,394.40,305.90,153.90
1992-08-01 00:00:00,255.50,171.30,155.60
1992-09-01 00:00:00,197.60,219.30,227.90
1992-10-01 00:00:00,165.10,142.00,89.40
1992-11-01 00:00:00,211.00,147.80,156.00
1992-12-01 00:00:00,181.70,82.60,131.90
1993-01-01 00:00:00,96.00,46.10,94.10
1993-02-01 00:00:00,45.00,37.80,18.20
1993-03-01 00:00:00,34.10,22.50,41.20
1993-04-01 00:00:00,31.20,34.50,15.40
1993-05-01 00:00:00,172.10,104.70,75.40
1993-06-01 00:00:00,226.20,150.00,120.90
1993-07-01 00:00:00,178.40,140.60,191.60
1993-08-01 00:00:00,442.80,355.80,208.30
1993-09-01 00:00:00,276.20,211.40,231.80
1993-10-01 00:00:00,292.20,194.10,287.30
1993-11-01 00:00:00,455.90,280.90,342.00
1993-12-01 00:00:00,303.50,144.40,152.70
1994-01-01 00:00:00,108.60,34.60,55.90
1994-02-01 00:00:00,67.50,29.30,22.30
1994-03-01 00:00:00,61.10,26.70,34.90
1994-04-01 00:00:00,55.00,37.80,67.00
1994-05-01 00:00:00,95.70,42.20,33.80
1994-06-01 00:00:00,303.70,219.60,172.70
1994-07-01 00:00:00,334.10,227.00,158.00
1994-08-01 00:00:00,266.50,195.60,209.10
1994-09-01 00:00:00,314.70,235.10,245.00
1994-10-01 00:00:00,265.90,219.20,212.80
1994-11-01 00:00:00,410.20,215.10,288.40
1994-12-01 00:00:00,162.30,94.50,135.90
1995-01-01 00:00:00,45.70,16.60,17.90
1995-02-01 00:00:00,23.00,9.80,18.10
1995-03-01 00:00:00,39.40,27.40,42.40
1995-04-01 00:00:00,33.50,87.30,45.80
1995-05-01 00:00:00,68.80,68.30,14.50
1995-06-01 00:00:00,223.70,262.60,119.00
1995-07-01 00:00:00,317.10,286.00,134.80
1995-08-01 00:00:00,237.70,275.50,146.10
1995-09-01 00:00:00,160.90,207.20,124.40
1995-10-01 00:00:00,225.50,136.60,212.80
1995-11-01 00:00:00,202.70,166.80,99.30
1995-12-01 00:00:00,131.10,86.00,103.30
1996-01-01 00:00:00,102.70,48.20,56.50
1996-02-01 00:00:00,109.40,51.00,21.60
1996-03-01 00:00:00,79.10,30.20,22.90
1996-04-01 00:00:00,67.80,28.10,37.60
1996-05-01 00:00:00,322.30,228.90,185.70
1996-06-01 00:00:00,412.70,346.80,140.50
1996-07-01 00:00:00,295.80,248.20,150.50
1996-08-01 00:00:00,324.30,192.20,154.70
1996-09-01 00:00:00,254.00,204.70,158.00
1996-10-01 00:00:00,235.90,148.20,224.40
1996-11-01 00:00:00,405.20,248.60,339.80
1996-12-01 00:00:00,231.90,68.00,181.70
1997-01-01 00:00:00,233.90,97.20,133.60
1997-02-01 00:00:00,237.00,108.80,101.30
1997-03-01 00:00:00,68.70,39.50,59.60
1997-04-01 00:00:00,56.70,27.60,48.80
1997-05-01 00:00:00,132.60,38.50,55.60
1997-06-01 00:00:00,353.50,222.20,259.40
1997-07-01 00:00:00,382.40,251.90,205.00
1997-08-01 00:00:00,247.20,191.40,160.50
1997-09-01 00:00:00,295.20,155.40,124.40
1997-10-01 00:00:00,179.00,1413.00,217.70
1997-11-01 00:00:00,329.10,232.00,2538.00
1997-12-01 00:00:00,82.60,45.10,15.80
1998-01-01 00:00:00,58.20,30.90,72.30
1998-02-01 00:00:00,50.10,21.90,49.80
1998-03-01 00:00:00,31.50,14.70,65.10
1998-04-01 00:00:00,54.60,23.80,31.40
1998-05-01 00:00:00,319.80,244.50,327.30
1998-06-01 00:00:00,433.70,321.20,307.70
1998-07-01 00:00:00,312.60,266.60,243.00
1998-08-01 00:00:00,226.80,168.20,114.30
1998-09-01 00:00:00,292.60,192.50,123.80
1998-10-01 00:00:00,373.60,268.30,278.20
1998-11-01 00:00:00,259.90,204.10,238.10
1998-12-01 00:00:00,344.80,223.80,219.60
1999-01-01 00:00:00,274.30,153.00,86.40
1999-02-01 00:00:00,103.20,48.20,56.30
1999-03-01 00:00:00,112.80,65.80,43.30
1999-04-01 00:00:00,119.50,67.80,88.50
1999-05-01 00:00:00,20.90,6.00,30.10
1999-06-01 00:00:00,344.20,263.90,223.30
1999-07-01 00:00:00,204.80,180.70,148.00
1999-08-01 00:00:00,379.10,224.30,227.60
1999-09-01 00:00:00,255.50,187.40,152.50
1999-10-01 00:00:00,256.10,212.70,213.10
1999-11-01 00:00:00,370.50,263.30,353.20
1999-12-01 00:00:00,357.90,206.50,298.30
2000-01-01 00:00:00,172.20,101.60,89.40
2000-02-01 00:00:00,62.20,60.80,48.70
2000-03-01 00:00:00,125.70,24.60,68.40
2000-04-01 00:00:00,148.70,68.70,43.80
2000-05-01 00:00:00,179.30,133.90,188.30
2000-06-01 00:00:00,286.80,212.00,202.90
2000-07-01 00:00:00,269.20,220.30,185.40
2000-08-01 00:00:00,391.70,216.30,214.40
2000-09-01 00:00:00,230.00,144.00,161.50
2000-10-01 00:00:00,350.00,233.20,235.10
2000-11-01 00:00:00,702.60,377.80,399.80
2000-12-01 00:00:00,205.20,102.40,50.80
2001-01-01 00:00:00,36.40,19.30,26.30
2001-02-01 00:00:00,50.70,31.80,48.80
2001-03-01 00:00:00,7.70,3.30,6.70
2001-04-01 00:00:00,36.40,17.70,20.80
2001-05-01 00:00:00,75.50,50.00,68.40
2001-06-01 00:00:00,189.20,139.90,136.60
2001-07-01 00:00:00,186.30,205.60,129.70
2001-08-01 00:00:00,198.90,197.20,307.80
2001-09-01 00:00:00,235.40,160.10,187.60
2001-10-01 00:00:00,133.40,125.60,222.90
2001-11-01 00:00:00,183.50,121.20,159.50
2001-12-01 00:00:00,471.40,159.60,372.60
2002-01-01 00:00:00,225.20,107.10,190.40
2002-02-01 00:00:00,55.30,23.80,67.80
2002-03-01 00:00:00,134.10,74.70,124.80
2002-04-01 00:00:00,152.70,134.20,105.80
2002-05-01 00:00:00,187.10,104.50,93.90
2002-06-01 00:00:00,284.10,179.40,132.90
2002-07-01 00:00:00,300.40,278.80,157.00
2002-08-01 00:00:00,172.40,195.70,196.90
2002-09-01 00:00:00,148.30,166.10,212.80
2002-10-01 00:00:00,228.10,140.80,167.00
2002-11-01 00:00:00,329.60,240.00,392.80
2002-12-01 00:00:00,91.80,33.50,71.90
2003-01-01 00:00:00,85.80,21.10,38.80
2003-02-01 00:00:00,62.30,38.00,22.40
2003-03-01 00:00:00,24.90,18.50,14.90
2003-04-01 00:00:00,31.70,5.10,7.70
2003-05-01 00:00:00,91.20,66.40,218.40
2003-06-01 00:00:00,262.60,239.70,243.20
2003-07-01 00:00:00,294.80,266.00,127.10
2003-08-01 00:00:00,202.00,206.10,166.80
2003-09-01 00:00:00,167.30,190.00,152.90
2003-10-01 00:00:00,145.60,105.60,169.10
2003-11-01 00:00:00,312.60,278.50,353.70
2003-12-01 00:00:00,367.50,225.10,329.40
2004-01-01 00:00:00,127.90,99.30,98.00
2004-02-01 00:00:00,83.10,62.20,61.80
2004-03-01 00:00:00,43.50,27.00,44.70
2004-04-01 00:00:00,219.20,172.20,171.50
2004-05-01 00:00:00,282.50,205.10,202.90
2004-06-01 00:00:00,178.90,208.40,177.60
2004-07-01 00:00:00,241.40,246.60,141.20
2004-08-01 00:00:00,190.90,242.10,245.30
2004-09-01 00:00:00,160.70,173.30,239.20
2004-10-01 00:00:00,213.50,205.60,214.90
2004-11-01 00:00:00,318.50,239.30,398.20
2004-12-01 00:00:00,323.90,207.40,237.20
2005-01-01 00:00:00,389.40,258.70,306.60
2005-02-01 00:00:00,61.30,428.30,14.40
2005-03-01 00:00:00,52.40,25.00,71.40
2005-04-01 00:00:00,24.30,7.60,10.00
2005-05-01 00:00:00,211.30,194.50,163.30
2005-06-01 00:00:00,301.90,186.40,278.70
2005-07-01 00:00:00,338.30,260.20,298.20
2005-08-01 00:00:00,215.30,154.30,119.30
2005-09-01 00:00:00,126.00,104.00,144.60
2005-10-01 00:00:00,142.30,136.10,167.10
2005-11-01 00:00:00,407.70,267.50,238.10
2005-12-01 00:00:00,284.20,244.20,212.20
2006-01-01 00:00:00,321.00,291.00,126.50
2006-02-01 00:00:00,96.60,77.20,44.80
2006-03-01 00:00:00,76.80,91.00,77.20
2006-04-01 00:00:00,52.30,34.00,14.70
2006-05-01 00:00:00,55.50,56.40,25.30
2006-06-01 00:00:00,184.60,224.00,105.40
2006-07-01 00:00:00,346.90,332.50,105.30
2006-08-01 00:00:00,265.50,323.50,123.00
2006-09-01 00:00:00,86.10,129.60,94.80
2006-10-01 00:00:00,241.00,231.50,163.50
2006-11-01 00:00:00,205.30,262.30,173.80
2006-12-01 00:00:00,285.10,210.00,150.20
2007-01-01 00:00:00,116.40,91.90,78.30
2007-02-01 00:00:00,43.70,53.90,33.80
2007-03-01 00:00:00,82.00,51.90,31.80
2007-04-01 00:00:00,20.40,26.90,6.60
2007-05-01 00:00:00,93.20,77.10,79.60
2007-06-01 00:00:00,208.00,215.80,171.80
2007-07-01 00:00:00,227.00,249.40,118.80
2007-08-01 00:00:00,317.70,355.40,325.40
2007-09-01 00:00:00,150.30,172.40,110.50
2007-10-01 00:00:00,293.20,239.50,215.10
2007-11-01 00:00:00,195.50,160.80,262.10
2007-12-01 00:00:00,411.00,322.40,301.10
2008-01-01 00:00:00,93.90,99.50,61.80
2008-02-01 00:00:00,156.00,112.40,102.60
2008-03-01 00:00:00,95.40,73.20,37.90
2008-04-01 00:00:00,92.50,58.70,42.90
2008-05-01 00:00:00,35.10,57.00,8.30
2008-06-01 00:00:00,240.50,238.10,176.60
2008-07-01 00:00:00,320.00,260.20,237.50
2008-08-01 00:00:00,224.00,257.90,289.00
2008-09-01 00:00:00,123.60,182.70,256.90
2008-10-01 00:00:00,245.30,187.50,248.40
2008-11-01 00:00:00,280.60,216.50,242.50
2008-12-01 00:00:00,256.50,200.20,191.40
2009-01-01 00:00:00,203.50,217.30,159.20
2009-02-01 00:00:00,259.00,222.00,27.30
2009-03-01 00:00:00,70.10,88.30,79.90
2009-04-01 00:00:00,71.00,56.90,100.40
2009-05-01 00:00:00,58.40,53.00,45.30
2009-06-01 00:00:00,96.00,124.30,116.40
2009-07-01 00:00:00,242.80,325.90,227.40
2009-08-01 00:00:00,371.80,292.10,207.40
2009-09-01 00:00:00,126.80,141.40,123.20
2009-10-01 00:00:00,322.20,206.00,158.90
2009-11-01 00:00:00,210.00,217.40,243.90
2009-12-01 00:00:00,125.10,88.50,57.30
2010-01-01 00:00:00,17.60,,
2010-02-01 00:00:00,2.10,,
2010-03-01 00:00:00,4.40,,
2010-04-01 00:00:00,60.20,,
2010-05-01 00:00:00,313.80,,
2010-06-01 00:00:00,205.90,,
